BFR_ID BTO_ID CI RL_PU XL_PU B_MVAR L1_MVA L2_MVA L3_MVA BFR_LB BTO_LB LEN_KM ARE OWN ZE_R ZE_X ZE_C BR_NAME BUS_CTR1 CTR1 BUS_CTR2 CTR2 BFR_SH1 GSHT_F1 BSHT_F1 BTO_SH1 GSHT_T1 BSHT_T1 BFR_SH2 GSHT_F2 BSHT_F2 BTO_SH2 GSHT_T2 BSHT_T2 BFR_SH3 GSHT_F3 BSHT_F3 BTO_SH3 GSHT_T3 BSHT_T3
1213.0 1283.0 1.0 0.0177 0.0887 15.91 251.0 251.0 251.0 1.0 1.0 0.0 2.0 0.0 0.0531 0.2661 0.0 GUARIT-RS230-SROSA--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1214.0 1319.0 1.0 0.0709 0.07575 0.14 23.0 23.0 23.0 1.0 1.0 0.0 3.0 0.0 0.2127 0.2273 0.0 GUARIT-RS069-CGONZAPC 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1215.0 1243.0 1.0 0.0051 0.0286 5.23 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.0153 0.0858 0.0 ITAUBA-RS230-PREAL--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1215.0 1256.0 1.0 0.0221 0.1208 22.064 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.0663 0.3624 0.0 ITAUBA-RS230-SCRUZ1-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1215.0 9590.0 1.0 0.01141 0.06187 11.626 365.0 427.0 427.0 1.0 1.0 0.0 2.0 0.0 0.03423 0.1856 0.0 ITAUBA-RS230-CANDE2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1216.0 1242.0 1.0 0.0056 0.0189 0.54 96.0 96.0 96.0 1.0 1.0 0.0 3.0 0.0 0.0168 0.0567 0.0 JACUI--RS138-PREAL--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1216.0 1242.0 2.0 0.0056 0.0189 0.54 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.0168 0.0567 0.0 JACUI--RS138-PREAL--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1216.0 2061.0 1.0 0.0461 0.1713 4.06 96.0 96.0 96.0 1.0 1.0 0.0 3.0 0.0 0.1383 0.5139 0.0 JACUI--RS138-CRUZAL-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1216.0 9223.0 1.0 0.021067 0.032933 0.66 91.0 91.0 91.0 1.0 1.0 0.0 3.0 0.0 0.0632 0.0988 0.0 JACUI--RS138-KOTZIA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1216.0 9918.0 1.0 0.0387 0.0949 2.08 82.0 82.0 82.0 1.0 1.0 0.0 3.0 0.0 0.1161 0.2847 0.0 JACUI--RS138-JCASTI-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1218.0 980.0 1.0 0.01914 0.0955 16.741 225.0 319.0 319.0 1.0 1.0 0.0 2.0 0.0 0.05742 0.2865 0.0 LAJEA2-RS230-NSRITA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1218.0 9783.0 1.0 0.00187 0.01038 2.044 307.0 386.0 386.0 1.0 1.0 0.0 2.0 0.0 0.00561 0.03114 0.0 LAJEA2-RS230-LAJEA3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1219.0 2084.0 1.0 0.0013 0.0045 0.13 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.0039 0.0135 0.0 LANSUL-RS138-PEPSI--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1220.0 1211.0 1.0 0.0 0.0001 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 3.0 0.0 0.0 0.0003 0.0 JACUIR-RS023-JACUIA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1220.0 10028.0 1.0 0.0 0.001 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 3.0 0.0 0.0 0.003 0.0 JACUIR-RS023-JACUIC-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1223.0 1215.0 1.0 0.00394 0.02204 3.97 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.01182 0.06612 0.0 DFRANC-RS230-ITAUBA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1223.0 1215.0 2.0 0.00394 0.02237 3.97 365.0 427.0 427.0 1.0 1.0 0.0 2.0 0.0 0.01182 0.06711 0.0 DFRANC-RS230-ITAUBA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1223.0 1278.0 1.0 0.01124 0.06253 12.22 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.03372 0.1876 0.0 DFRANC-RS230-SMARI3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1223.0 1278.0 2.0 0.01143 0.05812 11.265 251.0 348.0 348.0 1.0 1.0 0.0 2.0 0.0 0.03429 0.1744 0.0 DFRANC-RS230-SMARI3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1225.0 1254.0 1.0 0.0102 0.051 9.15 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.0306 0.153 0.0 MACAMB-RS230-SBORJ2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1225.0 9970.0 1.0 0.00019 0.0015 0.3 441.0 441.0 441.0 1.0 1.0 0.0 2.0 0.0 0.00057 0.0045 0.0 MACAMB-RS230-MACAM3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1225.0 9970.0 2.0 0.00015 0.0011 0.2 441.0 525.0 525.0 1.0 1.0 0.0 2.0 0.0 0.00045 0.0033 0.0 MACAMB-RS230-MACAM3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1226.0 1316.0 1.0 0.0564 0.2096 0.316 84.0 84.0 84.0 1.0 1.0 0.0 3.0 0.0 0.1692 0.6288 0.0 NPRAT2-RS069-NPR2P2PC 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1226.0 1317.0 1.0 0.0508 0.1887 0.281 84.0 84.0 84.0 1.0 1.0 0.0 3.0 0.0 0.1524 0.5661 0.0 NPRAT2-RS069-NPR2P1PC 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1227.0 1252.0 1.0 0.0018 0.006 0.18 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.0054 0.018 0.0 MAXSPR-RS138-SLUIZ--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1227.0 2099.0 1.0 0.0089 0.03 0.86 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.0267 0.09 0.0 MAXSPR-RS138-ZOOLOG-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1228.0 963.0 2.0 0.00631 0.0311 5.5 232.0 292.0 292.0 1.0 1.0 0.0 2.0 0.0 0.01893 0.0933 0.0 NPRAT2-RS230-MCLARO-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1228.0 2096.0 1.0 7.1e-05 7.1e-05 0.168 225.0 225.0 225.0 1.0 1.0 0.0 5.0 0.0 0.0002121 0.0002121 0.0 NPRAT2-RS230-VIPAL--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1229.0 9730.0 1.0 0.0232 0.0539 1.218 103.0 131.0 131.0 1.0 1.0 0.0 3.0 0.0 0.0696 0.1617 0.0 PALMAR-RS138-PALMARTA 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1231.0 1249.0 1.0 0.0098 0.0551 10.136 365.0 427.0 427.0 1.0 1.0 0.0 2.0 0.0 0.0294 0.1653 0.0 OSORI2-RS230-TAQUAR-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1231.0 9806.0 1.0 0.00935 0.04688 8.824 275.0 346.0 346.0 1.0 1.0 0.0 2.0 0.0 0.02805 0.1406 0.0 OSORI2-RS230-ATLANT-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1231.0 41450.0 1.0 0.00821 0.04165 8.059 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.02463 0.1249 0.0 OSORI2-RS230-FIBR-F-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1232.0 1321.0 1.0 0.04247 0.2116 0.39 84.0 94.0 94.0 1.0 1.0 0.0 3.0 0.0 0.1274 0.6348 0.0 OSORI2-RS069-CIDR13-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1236.0 1239.0 1.0 0.01374 0.11613 23.013 365.0 427.0 427.0 1.0 1.0 0.0 2.0 0.0 0.04122 0.3484 0.0 PELOT3-RS230-PMEDIC-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1236.0 1246.0 1.0 0.00835 0.04155 7.5 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.02505 0.1247 0.0 PELOT3-RS230-QUINTA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1236.0 9569.0 1.0 0.02459 0.11738 21.521 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.07377 0.3521 0.0 PELOT3-RS230-CAMAQ3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1238.0 2059.0 1.0 0.06987 0.24762 6.31 108.0 158.0 158.0 1.0 1.0 0.0 4.0 0.0 0.2096 0.7429 0.0 PMEDIC-RS138-POSORITA 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1239.0 1246.0 1.0 0.0292 0.1459 26.15 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.0876 0.4377 0.0 PMEDIC-RS230-QUINTA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1239.0 1256.0 1.0 0.04256 0.22015 42.178 265.0 326.0 326.0 1.0 1.0 0.0 2.0 0.0 0.1277 0.6604 0.0 PMEDIC-RS230-SCRUZ1-R 1239.0 0.0 1256.0 0.0 1.0 0.0 -0.1 1.0 0.0 -0.05 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1239.0 9785.0 1.0 0.00023 0.00186 0.66 797.0 797.0 797.0 1.0 1.0 0.0 2.0 0.0 0.00069 0.00558 0.0 PMEDIC-RS230-CANDIO-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1239.0 9952.0 1.0 0.00052 0.00374 1.4 540.0 680.0 680.0 1.0 1.0 0.0 2.0 0.0 0.00156 0.01122 0.0 PMEDIC-RS230-CANDI2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1240.0 2074.0 1.0 0.00786 0.0279 0.488 123.0 157.0 157.0 1.0 1.0 0.0 4.0 0.0 0.02358 0.0837 0.0 PELOT3-RS138-PELOT4-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1240.0 9756.0 1.0 0.00333 0.0127 0.08 108.0 158.0 158.0 1.0 1.0 0.0 4.0 0.0 0.00999 0.0381 0.0 PELOT3-RS138-PELOT5-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1241.0 2090.0 1.0 0.0059 0.022 0.52 137.0 175.0 175.0 1.0 1.0 0.0 3.0 0.0 0.0177 0.066 0.0 EVELHA-RS138-SCHARL-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1241.0 9965.0 1.0 0.00187 0.01784 0.11 134.0 162.0 162.0 1.0 1.0 0.0 3.0 0.0 0.00561 0.05352 0.0 EVELHA-RS138-IVOTI--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1243.0 1218.0 1.0 0.0244 0.134 24.659 225.0 319.0 319.0 1.0 1.0 0.0 2.0 0.0 0.0732 0.402 0.0 PREAL--RS230-LAJEA2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1243.0 1299.0 1.0 0.0345 0.1316 23.67 179.0 255.0 255.0 1.0 1.0 0.0 2.0 0.0 0.1035 0.3948 0.0 PREAL--RS230-VENAIR-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1243.0 10218.0 1.0 0.01136 0.05716 10.5 329.0 384.0 384.0 1.0 1.0 0.0 2.0 0.0 0.03408 0.1715 0.0 PREAL--RS230-CALTA2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1244.0 1358.0 1.0 7.1e-05 7.1e-05 0.0 9999.0 9999.0 9999.0 1.0 1.0 0.0 3.0 0.0 7.071e-05 7.071e-05 0.0 OSORI2-RS138-OSO-Y2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1245.0 9813.0 1.0 0.04034 0.23327 0.388 121.0 121.0 121.0 1.0 1.0 0.0 4.0 0.0 0.121 0.6998 0.0 QUINTA-RS069-VENTO--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1247.0 9859.0 1.0 0.02528 0.11899 3.25 204.0 236.0 236.0 1.0 1.0 0.0 4.0 0.0 0.07584 0.357 0.0 QUINTA-RS138-SENAND-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1248.0 1258.0 1.0 0.0011 0.0063 1.442 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.0033 0.0189 0.0 CANOA2-RS230-CINPAL-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1250.0 1323.0 1.0 0.00879 0.0411 7.562 329.0 384.0 384.0 1.0 1.0 0.0 2.0 0.0 0.02637 0.1233 0.0 SANGE2-RS230-IJUI2--R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1251.0 1311.0 1.0 0.0358 0.1344 0.22 69.0 69.0 69.0 1.0 1.0 0.0 3.0 0.0 0.1074 0.4032 0.0 SANGEL-RS069-SANGE1-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1252.0 1257.0 1.0 0.0001 0.0002 0.01 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.0003 0.0006 0.0 SLUIZ--RS138-CINPAL-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1256.0 10283.0 1.0 0.0171 0.0931 16.776 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.0513 0.2793 0.0 SCRUZ1-RS230-CHQ3-2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1257.0 1265.0 1.0 0.003597 0.012133 0.354 108.0 108.0 108.0 1.0 1.0 0.0 3.0 0.0 0.01079 0.0364 0.0 CINPAL-RS138-SANREM-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1257.0 1338.0 1.0 0.010034 0.025401 0.653 134.0 162.0 162.0 1.0 1.0 0.0 3.0 0.0 0.0301 0.0762 0.0 CINPAL-RS138-NSRIT2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1257.0 1338.0 2.0 0.010034 0.025401 0.653 134.0 162.0 162.0 1.0 1.0 0.0 3.0 0.0 0.0301 0.0762 0.0 CINPAL-RS138-NSRIT2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1257.0 9214.0 1.0 0.003 0.0094 0.255 143.0 167.0 167.0 1.0 1.0 0.0 3.0 0.0 0.009 0.0282 0.0 CINPAL-RS138-CANOA3-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 980.0 1.0 0.00398 0.02086 4.068 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.01194 0.06258 0.0 CINPAL-RS230-NSRITA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 980.0 2.0 0.00397 0.02143 3.925 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.01191 0.06429 0.0 CINPAL-RS230-NSRITA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 980.0 3.0 0.00418 0.02268 3.97 225.0 319.0 319.0 1.0 1.0 0.0 2.0 0.0 0.01254 0.06804 0.0 CINPAL-RS230-NSRITA-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1190.0 1.0 0.00235 0.01235 2.519 270.0 341.0 341.0 1.0 1.0 0.0 2.0 0.0 0.00705 0.03705 0.0 CINPAL-RS230-CANOA1-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1204.0 1.0 0.00402 0.02158 4.11 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.01206 0.06474 0.0 CINPAL-RS230-PPETRO-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1210.0 3.0 0.00199 0.01157 2.31 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.00597 0.03471 0.0 CINPAL-RS230-GRAVA2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1210.0 4.0 0.00199 0.01157 2.31 290.0 366.0 366.0 1.0 1.0 0.0 2.0 0.0 0.00597 0.03471 0.0 CINPAL-RS230-GRAVA2-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1273.0 1.0 0.0026 0.0129 2.38 270.0 346.0 346.0 1.0 1.0 0.0 5.0 0.0 0.0078 0.0387 0.0 CINPAL-RS230-SIDERU-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 1299.0 1.0 0.0258 0.0983 17.06 179.0 255.0 255.0 1.0 1.0 0.0 2.0 0.0 0.0774 0.2949 0.0 CINPAL-RS230-VENAIR-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1258.0 10282.0 1.0 0.0083 0.0432 7.428 210.0 298.0 298.0 1.0 1.0 0.0 2.0 0.0 0.0249 0.1296 0.0 CINPAL-RS230-CHQ3-1-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1259.0 1263.0 1.0 0.00135 0.00907 1.97 336.0 423.0 423.0 1.0 1.0 0.0 2.0 0.0 0.00405 0.02721 0.0 PALGR4-RS230-PALGR6-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1259.0 1268.0 1.0 0.00046 0.0031 0.587 336.0 423.0 423.0 1.0 1.0 0.0 2.0 0.0 0.00138 0.0093 0.0 PALGR4-RS230-PALG10-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1262.0 9249.0 1.0 0.01155 0.0443 0.181 54.0 79.0 79.0 1.0 1.0 0.0 3.0 0.0 0.03465 0.1329 0.0 PALGR6-RS069-P12-1Y-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1262.0 9290.0 1.0 0.01325 0.04963 0.213 54.0 79.0 79.0 1.0 1.0 0.0 3.0 0.0 0.03975 0.1489 0.0 PALGR6-RS069-PUCPAL-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1262.0 9392.0 1.0 0.007615 0.04045 0.119 99.0 112.0 112.0 1.0 1.0 0.0 3.0 0.0 0.02284 0.1213 0.0 PALGR6-RS069-ENT874-R 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1262.0 9967.0 1.0 0.01628 0.06634 0.086 54.0 79.0 79.0 1.0 1.0 0.0 3.0 0.0 0.04884 0.199 0.0 PALGR6-RS069-PA16-2TA 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
